Time Stamp,Record Type,Channel,Parameter Code,Parameter Value
3:05:00:00,3,1,15:AC Detector Leakage Current,-209
3:05:00:00,3,1,73:DC Detector Leakage Current,171.9745
3:05:00:00,3,1,16:Charge Loop DC Level,-1.44
3:06:00:00,3,0,11:PRTD 1,-182.3692
3:06:00:00,3,0,12:PRTD 2,-190.76392
3:06:00:00,3,0,13:Ambient Temperature,39.245453
3:06:00:00,3,0,14:LN2 Level,0
3:06:00:00,3,1,15:AC Detector Leakage Current,-209
3:06:00:00,3,1,73:DC Detector Leakage Current,171.9745
3:06:00:00,3,1,16:Charge Loop DC Level,-1.44
3:07:00:00,3,0,11:PRTD 1,-182.36368
3:07:00:00,3,0,12:PRTD 2,-190.76392
3:07:00:00,3,0,13:Ambient Temperature,39.449524
3:07:00:00,3,0,14:LN2 Level,0
3:07:00:00,3,1,15:AC Detector Leakage Current,-208
3:07:00:00,3,1,73:DC Detector Leakage Current,159.23566
3:07:00:00,3,1,16:Charge Loop DC Level,-1.46
3:08:00:00,3,0,11:PRTD 1,-182.35817
3:08:00:00,3,0,12:PRTD 2,-190.76938
3:08:00:00,3,0,13:Ambient Temperature,39.449524
3:08:00:00,3,0,14:LN2 Level,0
3:08:00:00,3,1,15:AC Detector Leakage Current,-208
3:08:00:00,3,1,73:DC Detector Leakage Current,159.23566
3:08:00:00,3,1,16:Charge Loop DC Level,-1.46
3:09:00:00,3,0,11:PRTD 1,-182.35817
3:09:00:00,3,0,12:PRTD 2,-190.77486
